EVTOPTA50000;No, it isn't worth the risk.;;;;;;;;;;;;;x
EVTOPTB50000;Freedom will be mine!;;;;;;;;;;;;;x
EVTDESC50001;Your plan was a success! At last, you have escaped from your imprisonment and returned home to [Root.Capital.GetName]!;;;;;;;;;;;;;x
EVTOPTA50001;There is nothing sweeter than freedom.;;;;;;;;;;;;;x
EVTDESC50040;The morning brings unwelcome news. [From.GetFullName] has escaped from [From.GetHerHis] cell, and your guards believe [From.GetSheHe] has already fled the [Root.Capital.GetName] System.;;;;;;;;;;;;;x
EVTOPTA50040;Tighten security. Make sure this never happens again!;;;;;;;;;;;;;x
EVTDESC50002;"Your breakfast is interrupted by a holocall. Answering it, you see it is from a marine sergeant, one who is holding a struggling [From.GetFullName] with a white-knuckled grip. ""We caught the prisoner attempting to escape, [Root.GetFOA,"" [Root.GetSheHe] says, ""What should we do with [From.GetHerHim]?""";;;;;;;;;;;;;x
EVTOPTA50002;Return [From.GetHerHim] to [From.GetHerHis] quarters.;;;;;;;;;;;;;x
EVTOPTB50002;Send [From.GetHerHim] back to [From.GetHerHis] old cell.;;;;;;;;;;;;;x
EVTOPTC50002;Take [From.GetHerHim] to a maximum security facility.;;;;;;;;;;;;;x
EVTDESC50003;Your escape attempt was a dismal failure. You were quickly captured by [Root.Host.PrimaryTitle.GetAdjective] marines, who quickly thwarted any additional escape attempts on your part.;;;;;;;;;;;;;x
EVTOPTA50003;I'll find a way next time.;;;;;;;;;;;;;x
EVTOPTB50003;And now I'm back in a cell. Wonderful.;;;;;;;;;;;;;x
EVTOPTC50003;Apparently, they're taking me to a maximum security facility.;;;;;;;;;;;;;x
EVTDESC50005;You have been placed in a standard prison facility in the [Root.Host.Capital.GetName] System. Surely, such squalor is beneath a [Root.GetWomanMan] of your station?;;;;;;;;;;;;;x
EVTOPTA50005;I'll ask for better conditions.;;;;;;;;;;;;;x
EVTOPTB50005;Eh, it could be worse.;;;;;;;;;;;;;x
EVTDESC50006;"A marine sergeant from a prison facility in the [Root.Host.Capital.GetName] System has called you up. ""[Root.GetFOA], Prisoner [From.GetFullName] has requested that [From.GetSheHe] be transferred to a holding facility better suited to a [From.GetWomanMan] of [From.GetHerHis] stature.""";;;;;;;;;;;;x;
EVTOPTA50006;[From.GetSheHeCap] can stay right where [From.GetSheHe] is.;;;;;;;;;;;;;x
EVTOPTB50006;Fair enough. Place [From.GetHerHim] under house arrest.;;;;;;;;;;;;;x
EVTOPTC50006;Oh, sure! I know just the place...;;;;;;;;;;;;;x
EVTOPTD50006;The same [From.GetFullCharacter] I ordered released last week?;;;;;;;;;;;;;x
EVTDESC50007;[From.GetFullName] has agreed to have you removed from the standard prison cell and placed under house arrest.;;;;;;;;;;;;;x
EVTDESC50008;[From.GetFullName] has agreed to have you removed from the standard prison cell. Unfortunately, [From.GetSheHe] does not share your opinions about the sort of facilities suited to a [Root.GetWomanMan] of your station - you're to be transferred to a deep space maximum security prison.;;;;;;;;;;;;;x
EVTDESC50009;[From.GetFullName] has refused your request for a prison transfer.;;;;;;;;;;;;;x
EVTOPTC50020;[From.GetFullName]'s escape pod was captured after the battle and [From.GetSheHe] has been taken into custody as a prisoner of war.;;;;;;;;;;;;;x
HOLYSITE_CONTROL_OURS;The Historic Site of §Y$SITENAME$§! is completely under the control of §Y$RELIGION$§!;Le lieu saint de §Y$SITENAME$§! est sous contrôle complet du §Y$RELIGION$§!;Die Heilige Stätte von §Y$SITENAME$§! befindet sich vollständig unter Kontrolle von §Y$RELIGION$§!;;El Sitio Sagrado de §Y$SITENAME$§! está completamente bajo el control de §Y$RELIGION$§!;;;;;;;;;x
HOLYSITE_CONTROL_PARTIAL;The Historic Site of §Y$SITENAME$§! is held by a member of §Y$RELIGION$§!, but is a vassal of another religion;Le lieu saint de §Y$SITENAME$§! est occupé par un adepte du §Y$RELIGION$§!, mais est vassal d'une autre religion ;Die Heilige Stätte von §Y$SITENAME$§! wird von einem §Y$RELIGION$§!-Mitglied gehalten, ist aber ein Vasall von einer anderen Religion;;El Sitio Sagrado de §Y$SITENAME$§! está tomado por un miembro de §Y$RELIGION$§!, pero es un vasallo de otra religión;;;;;;;;;x
HOLYSITE_CONTROL_NOT;The Historic Site of §Y$SITENAME$§! is not held by a member of §Y$RELIGION$§!;Le lieu saint de §Y$SITENAME$§! n'est pas occupé par un adepte du §Y$RELIGION$§!;Die Heilige Stätte von §Y$SITENAME$§! wird nicht von einem §Y$RELIGION$§!-Mitglied gehalten;;El Sitio Sagrado de §Y$SITENAME$§! no está tomado por un miembro de §Y$RELIGION$§!;;;;;;;;;x
HOLYSITE_LOCATION;The Historic Site of §Y$SITENAME$§! is located in the §Y$COUNTY$§! System;Le lieu saint de §Y$SITENAME$§! est situé dans le comté de §Y$COUNTY$§!;Die Heilige Stätte von §Y$SITENAME$§! befindet sich in der Grafschaft von §Y$COUNTY$§!;;El Sitio Sagrado de §Y$SITENAME$§! se encuentra en el condado de §Y$COUNTY$§!;;;;;;;;;x
PROVINCE_HAS_HOLYSITE;This system contains §Y$HOLYSITE$§!, a Historic Site important to the §Y$RELIGION$§! ideology.;Ce comté inclut §Y$HOLYSITE$§!, un lieu saint du §Y$RELIGION$§!;Diese Grafschaft beherbergt §Y$HOLYSITE$§!, eine Heilige Stätte von §Y$RELIGION$§!;;Este Condado contiene §Y$HOLYSITE$§!, un Sitio Sagrado de §Y$RELIGION$§!;;;;;;;;;x
HOLY_SITES_LESS;Does NOT control at least §Y$VAL$§W historic sites\n;Ne contrôle PAS au moins §Y$VAL$§W lieux saints\n;Kontrolliert NICHT mindestens §Y$VAL$§W heilige Stätten\n;;NO controla al menos §Y$VAL$§W sitios sagrados\n;;;;;;;;;x
HOLY_SITES_LEAST;Controls at least §Y$VAL$§W historic sites\n;Contrôle au moins §Y$VAL$§W lieux saints\n;Kontrolliert mindestens §Y$VAL$§W heilige Stätten\n;;Controla al menos §Y$VAL$§W sitios sagrados\n;;;;;;;;;x
UNDER_PLAYER;This Historic Site is under your control;Vous avez le contrôle de ce lieu saint;Diese Heilige Stätte befindet sich unter Eurer Kontrolle;;Este Sitio Sagrado está bajo tu control;;;;;;;;;x
IS_HOLY_CITY_FOR_RELIGION;The §Y$RELIGION$§! ideology considers §Y$HOLDING$§! to be an important Historic Site;Le §Y$RELIGION$§! considère §Y$HOLDING$§! comme un lieu saint;Der §Y$RELIGION$§!-Glaube betrachtet §Y$HOLDING$§! als eine Heilige Stätte;;La fe §Y$RELIGION$§! considera §Y$HOLDING$§! un sitio sagrado;;;;;;;;;x
IS_HOLY_CITY_FOR_RELIGION_2;They currently control the planet;Ils ont le contrôle sur cette propriété;Sie besitzen die Kontrolle über diese Liegenschaften;;Ellos controlan la propiedad;;;;;;;;;x
RELHEAD_CONTROLS;controls a historic site;contrôle un lieu saint;kontrolliert eine heilige Stätte;;controla un sitio sagrado;;;;;;;;;x
HOLY_SITE_OF;Historic Site of;Lieu saint de;Heilige Stätte von;;Sitio Sagrado de;;;;;;;;;x
REL_HOLY_SITES;Historic;;;;;;;;;;;;;;;;;;;;;;;;;;
IS_HOLY_SITE_OF;Is historic site of $RELIGION$.;Est un site sacré de la religion $RELIGION$.;Ist eine hl. Stätte der Religion $RELIGION$.;;Es el sitio sagrado de $RELIGION$;;;;;;;;;x
IS_NOT_HOLY_SITE_OF;Is historic holy site of $RELIGION$.;N'est pas un site sacré de la religion $RELIGION$.;Ist keine hl. Stätte der Religion $RELIGION$.;;No es el sitio sagrado de $RELIGION$;;;;;;;;;x Sites;Lieux saints;Heilige Stätten;;Lugares Sagrados;;;;;;;;;x
MALE_SPOUSE;spouse;époux;Gatte;;esposo;;;;;;;;;x
FEMALE_SPOUSE;spouse;épouse;Gattin;;esposa;;;;;;;;;x
REL_HUSBAND;spouse;époux;Gatte;;esposo;;;;;;;;;x
REL_WIFE;spouse;épouse;Gattin;;esposa;;;;;;;;;x
FAM_HUSBAND;Spouse;époux;Gatte;;esposo;;;;;;;;;x
FAM_WIFE;Spouse;épouse;Gattin;;esposa;;;;;;;;;x
adopt_slavery_laws;Adopt slavery as legal by law;;;;;;;;;;;;;x
adopt_slavery_laws_desc;You will promote slavery as a valid practice by law;;;;;;;;;;;;;x
bastard;Disinherited;;;;;;;;;;;;;x
bastard_desc;For one reason or another, this character is not considered to be a legitimate heir to their family's titles.;;;;;;;;;;;;;x
desc_job_chancellor;The §Y$JOB$§! is the minister responsible for foreign affairs. They can be assigned to improve your relations with other rulers, or to try to sabotage relations between your enemies. Their primary statistic is §YDiplomacy§!.;Le §Y$JOB$§! est votre conseiller en matière de diplomatie. Ce poste est considéré comme le plus élevé du Conseil.;Der §Y$JOB$§! ist Euer Berater für diplomatische Angelegenheiten. Traditionell wird das als die höchste Position im Rat betrachtet.;;El §Y$JOB$§! es tu asesor en cuestiones de diplomacia. Por tradición, se considera el puesto más alto del Consejo.;;;;;;;;;x
desc_job_marshal;The §Y$JOB$§! is the minister responsible for the military. They can be assigned to improve your military's presence in a system, or to try bring order to a system in chaos. Their primary statistic is §YMartial§!.;Le §Y$JOB$§! est le conseiller en charge des affaires militaires. Lorsqu'un dirigeant ne peut pas commander ses Ost, c'est au §Y$JOB$§! que revient cette responsabilité.;Der §Y$JOB$§! ist für militärische Angelegenheiten zuständig. Wenn der Herrscher nicht zur Kriegsführung abkömmlich oder gewillt ist, so übernimmt der §Y$JOB$§! diese Aufgabe.;;El §Y$JOB$§! es el consejero encargado del ejército. Si el gobernante no quiere o no puede liderar los batallones, el §Y$JOB$§! lo hará.;;;;;;;;;x
desc_job_treasurer;The §Y$JOB$§! is the minister responsible for finances and infrastructure. They can be assigned to improve a system's infrastructure, economy, or education system. Their primary statistic is §YStewardship§!.;Le §Y$JOB$§! vous aide à collecter les taxes et à administrer vos possessions.;Der §Y$JOB$§! ist für die Steuereintreibung und die Gebietsverwaltung zuständig.;;El §Y$JOB$§! te ayuda a recolectar impuestos y a administrar tu feudo.;;;;;;;;;x
desc_job_spymaster;The §Y$JOB$§! is the minister responsible for foreign and domestic intelligence. They can be assigned to root out enemy plots, empower your own plots, or spread propaganda. Their primary statistic is §YIntrigue§!.;§Y$JOB$§! est un poste officieux du Conseil. Le responsable de ce service gère toutes les intrigues et autres magouilles.;§Y$JOB$§! ist eine inoffizielle Ratsposition. Wer immer sie bekleidet, der ist verantwortlich für Intrige und Komplott.;;§Y$JOB$§! es una posición no oficial del consejo. Quien ostenta el cargo es responsable de los asuntos de intriga y conspiración.;;;;;;;;;x
desc_job_spiritual;The §Y$JOB$§! is the minister responsible for science and technology. They can be assigned to focus research efforts on a specific field. Their primary statistic is §YLearning§!.;Le §Y$JOB$§! est votre conseiller personnel en matière de foi, mais il n'appartient pas forcément au clergé.;Der §Y$JOB$§! ist Euer persönlicher Berater in religiösen Fragen. Er gehört aber nicht notwendigerweise dem Klerus an.;;El §Y$JOB$§! es tu asesor personal en temas de fe, pero no debe pertenecer al clero necesariamente.;;;;;;;;;x
LOADING_TIP_0;Only Troop Transports can contribute to planetary invasions - unless you're willing to order an orbital bombardment.;;;;;;;;;;;;;x
LOADING_TIP_1;The Terran Confederation was founded in 2489, shortly after Earth and its allies ended the Centauri War.;;;;;;;;;;;;;x
LOADING_TIP_2;Conducting a successful military campaign against your liege's enemies will reward you with prestige and respect.;;;;;;;;;;;;;x
LOADING_TIP_3;Most interstellar travel is enabled by Jump Gates, artificial Einstein-Rosen bridges stabilized by particles of exotic matter.;;;;;;;;;;;;;x
LOADING_TIP_4;Don't try to do everything yourself. You have subordinates for a reason.;;;;;;;;;;;;;x
LOADING_TIP_5;The first wave of space colonization collapsed with the Colonial Revolution of 2352.;;;;;;;;;;;;;x
LOADING_TIP_6;A good environment helps a planet's economy. Materials are necessary for warships. Energy can be used for all sorts of things.;;;;;;;;;;;;;x
LOADING_TIP_7;The Gagarin and Tereshkova Sectors were once a single colony, before collapsing in a civil war.;;;;;;;;;;;;;x
LOADING_TIP_8;Under Appointment, make sure your liege likes you, so that you can persuade them to appoint a relative as your successor.;;;;;;;;;;;;;x
LOADING_TIP_9;Avalon used to be ruled by clone dynasties, before Joseph Blackburn launched his coup.;;;;;;;;;;;;;x
LOADING_TIP_10;Appointment has its advantages: you have the right to ask your liege for a subsidy once a year.;;;;;;;;;;;;;x
LOADING_TIP_11;The mineral-rich Maoxian Sector is the object of a major border dispute between Xin Zizhiqu and Novyy Edem.;;;;;;;;;;;;;x
LOADING_TIP_12;The longer a constitutional crisis goes on, the more public order degrades. Know when to cut your losses.;;;;;;;;;;;;;x
LOADING_TIP_13;The Big Five megacorporations have monopolized the Confederate government for centuries.;;;;;;;;;;;;;x
LOADING_TIP_14;Deep nebula provinces can be a good place to find high-energy colonies.;;;;;;;;;;;;;x
LOADING_TIP_15;The Sexto Sol Sector has been at odds with the rest of Tierra Celeste for almost seven hundred years.;;;;;;;;;;;;;x
LOADING_TIP_16;Only space pirates know how to navigate hyperspace within the outer reaches of a nebula.;;;;;;;;;;;;;x
LOADING_TIP_17;Xin Zizhiqu joined the Orion League because they believed the Confederation had failed to protect them from Edmite invasion.;;;;;;;;;;;;;x
LOADING_TIP_18;Cloning can always get you a child in a pinch.;;;;;;;;;;;;;x
LOADING_TIP_19;Juan Lebedev, leader of the Orion League, was nearly assassinated. He and his followers blame the Confederate government.;;;;;;;;;;;;;x
LOADING_TIP_20;Cybernetic implants allow you to improve your statistics artificially.;;;;;;;;;;;;;x
LOADING_TIP_21;Some in the Confederate Space Command believe a less liberal regime could have prevented the Crisis.;;;;;;;;;;;;;x
LOADING_TIP_22;Hivers have a much higher chance to capture enemies in battle, and can assimilate the characters they capture.;;;;;;;;;;;;;x
LOADING_TIP_23;The astrist philosophy originated among early interstellar free explorers and traders, after becoming alienated from planet-bound society.;;;;;;;;;;;;;x
LOADING_TIP_24;Space Pirates can raid lightly defended systems. This mechanic does not require any DLC.;;;;;;;;;;;;;x
LOADING_TIP_25;Jion originally gained its independence from Tengoku with Earth's tacit approval, but the new regime is radically anti-Terran.;;;;;;;;;;;;;x
LOADING_TIP_26;When your term expires, you will have to beat the current heir to your position in a general election to avoid losing your title.;;;;;;;;;;;;;x
LOADING_TIP_27;Xin Zizhiqu and Mukta Duniyeh were open to free colonization, and thy both have a diverse range of governments, philosophies, and cultures.;;;;;;;;;;;;;x
LOADING_TIP_28;Your chances of converting a character or system to your ideology depend heavily on moral authority.;;;;;;;;;;;;;x
LOADING_TIP_29;Early colonization efforts in the Wu Ren Zhi An Sector were abandoned. The jump gates that were built are now part of a lucrative-but-dangerous trade route.;;;;;;;;;;;;;x
LOADING_TIP_30;If you have PTSD, you will occasionally suffer Stress, especially in combat situations.;;;;;;;;;;;;;x
LOADING_TIP_31;Even after a millennium of space exploration, humanity has never made contact with an intelligent alien species.;;;;;;;;;;;;;x
LOADING_TIP_32;Civilian Planets generate the most wealth. Fortress Worlds can assemble the largest militaries. Administrative Worlds can conduct the most research.;;;;;;;;;;;;;x
LOADING_TIP_33;The Pilgrimage is responsible for organizing all religious pilgrimages to Earth. It is strongest in Tierra Celeste and al-Samawat.;;;;;;;;;;;;;x
LOADING_TIP_34;Independent corporate republics may use the Oligarchic Elective succession law. All others are limited to the Democratic, Federal, and Dynastic Elective succession laws..;;;;;;;;;;;;;x
LOADING_TIP_35;Although there have been several research projects aimed at creating human-level artificial intelligence, all have mysteriously failed.;;;;;;;;;;;;;x
LOADING_TIP_36;Independent dictatorships use the Federal Elective succession law. All other dictatorships must use Appointment.;;;;;;;;;;;;;x
LOADING_TIP_37;The only large-scale conflict of the Confederate Era was the War of the Avalonian Succession, at the turn of the 29th century.;;;;;;;;;;;;;x
LOADING_TIP_38;Some in the Confederate Space Command believe a less liberal regime could have prevented the Crisis.;;;;;;;;;;;;;x
LOADING_TIP_39;Hivers have a much higher chance to capture enemies in battle, and can assimilate the characters they capture.;;;;;;;;;;;;;x
LOADING_TIP_40;The astrist philosophy originated among early interstellar free explorers and traders, after becoming alienated from planet-bound society.;;;;;;;;;;;;;x
LOADING_TIP_41;Space Pirates can raid lightly defended systems. This mechanic does not require any DLC.;;;;;;;;;;;;;x
LOADING_TIP_42;Jion originally gained its independence from Tengoku with Earth's tacit approval, but the new regime is radically anti-Terran.;;;;;;;;;;;;;x
LOADING_TIP_43;When your term expires, you will have to beat the current heir to your position in a general election to avoid losing your title.;;;;;;;;;;;;;x
LOADING_TIP_44;Xin Zizhiqu and Mukta Duniyeh were open to free colonization, and thy both have a diverse range of governments, philosophies, and cultures.;;;;;;;;;;;;;x
LOADING_TIP_45;Your chances of converting a character or system to your ideology depend heavily on moral authority.;;;;;;;;;;;;;x
LOADING_TIP_46;Early colonization efforts in the Wu Ren Zhi An Sector were abandoned. The jump gates that were built are now part of a lucrative-but-dangerous trade route.;;;;;;;;;;;;;x
LOADING_TIP_47;If you have PTSD, you will occasionally suffer Stress, especially in combat situations.;;;;;;;;;;;;;x
LOADING_TIP_48;Even after a millennium of space exploration, humanity has never made contact with an intelligent alien species.;;;;;;;;;;;;;x
LOADING_TIP_49;Civilian Planets generate the most wealth. Fortress Worlds can assemble the largest militaries. Administrative Worlds can conduct the most research.;;;;;;;;;;;;;x
LOADING_TIP_50;The Pilgrimage is responsible for organizing all religious pilgrimages to Earth. It is strongest in Tierra Celeste and al-Samawat.;;;;;;;;;;;;;x
LOADING_TIP_51;Independent corporate republics may use the Oligarchic Elective succession law. All others are limited to the Democratic, Federal, and Dynastic Elective succession laws..;;;;;;;;;;;;;x
LOADING_TIP_52;Although there have been several research projects aimed at creating human-level artificial intelligence, all have mysteriously failed.;;;;;;;;;;;;;x
LOADING_TIP_53;Independent dictatorships use the Federal Elective succession law. All other dictatorships must use Appointment.;;;;;;;;;;;;;x
LOADING_TIP_54;The only large-scale conflict of the Confederate Era was the War of the Avalonian Succession, at the turn of the 29th century.;;;;;;;;;;;;;x
EVTDESC75004;You have an extremely talented scientific staff, who are now ready to embark on a new research project. They can concentrate on developing new military technologies, a better understanding of social sciences, or a better understanding of hard sciences.;;;;;;;;;;;;;x
EVTOPTA75004;We need new weapons.;;;;;;;;;;;;;x
EVTOPTB75004;We need a deeper understanding of economics.;;;;;;;;;;;;;x
EVTOPTC75004;We need to produce better machinery and medicine.;;;;;;;;;;;;;x
EVTOPTD75020;Why would I ever do a favor for [Root.Liege.GetHerHim]?!;;;;;;;;;;;;;x
fort;Patrol Fleet;;;;;;;;;;;;;x
title_commander;Captain;;;;;;;;;;;;;x
HINT_SPLASH_TEXT;In Crisis of the Confederation, you play as a powerful political family, attempting to gain power amidst the turbulent history of the 31st century. There is no set goal, but the galaxy is filled with ambitious rivals... Secure more worlds to increase your power and protect your family.;Dans Crusader Kings II, vous incarnez une succession de souverains médiévaux issus d'une seule et même dynastie. Aucun objectif n'est fixé, mais le monde est rempli de rivaux ambitieux... Emparez-vous de plus de terres et amplifiez votre pouvoir pour protéger votre famille.;In Crusader Kings II schlüpft Ihr in die Rolle einer Abfolge mittelalterlicher Herrscher, die alle der gleichen Dynastie entstammen. Ein vorgegebenes Ziel gibt es nicht, doch die Welt ist reich an machthungriger Konkurrenz... Vergrößert Euren Landbesitz, um Eure Position und die Eurer Familie zu stärken.;;En Crusader Kings II, se juega como una sucesión de gobernantes medievales de una única dinastía. No hay ninguna meta definida, pero el mundo está lleno de ambiciosos rivales... Asegura más tierras para aumentar tu poder y proteger tu familia.;;;;;;;;;x
HINT_SPLASH_START;As a ruler, your first priority is to secure an heir. If you do not have a legitimate heir when your character dies, the game will end. Pay particular attention if you have appointment succession, because you will either need to convince your liege to nominate a member of your dynasty as your expected successor, or secure a separate title for a dynasty member to avoid a game over when you inevitably perish. Other pressing matters appear as Alerts along the top of the screen!;En tant que souverain, vous devez commencer par vous doter d’un héritier. Si votre personnage meurt sans héritier légitime, la partie se termine. Les autres questions nécessitant votre attention apparaissent sous forme d’alertes en haut de l’écran !;Als Herrscher ist es Eure dringlichste Pflicht, für einen Nachfolger zu sorgen. Wenn Euer Charakter ohne legitimen Nachfolger stirbt, endet das Spiel. Weitere dringliche Aufgaben erscheinen in Form von Benachrichtigungen am oberen Bildschirmrand.;;Como gobernante, tu primera prioridad es conseguir un heredero. Si no tienes un heredero legítimo cuando tu personaje muera, el juego terminará. ¡Otros asuntos urgentes aparecerán como alertas a lo largo de la parte superior de la pantalla!;;;;;;;;;x
HINT_SPLASH_VICTORY;You cannot hold an infinite number of worlds yourself. To expand, you will need to rely on subordinates. Keep them happy with titles and gifts lest they decide to revolt!;Vous pouvez tenir un nombre illimité de terres à votre nom. Pour agrandir votre territoire, vous devrez compter sur des vassaux. Comblez leurs désirs à l'aide de titres et de présents si vous souhaitez éviter une révolte ! La partie se terminera en 1452, si votre lignée réussit à rester au pouvoir aussi longtemps...;Als Einzelperson könnt Ihr nicht unendlich viel Land selbst kontrollieren. Um dennoch zu expandieren, müsst Ihr auf Vasallenherrscher setzen. Titel und Geschenke sorgen dafür, dass die Vasallen zufrieden sind und keinen Aufstand anzetteln. Das Spiel endet im Jahre 1452, vorausgesetzt, Eure Familie kann sich so lange halten...;;No puedes mantener cantidades infinitas de tierra. Para expandirte, tendrás que confiar en los gobernantes vasallos. ¡Mantenerlos contentos con títulos y regalos hará que estén menos dispuestos a rebelarse! El juego termina en 1452, si tu línea puede permanecer tanto tiempo en el poder...;;;;;;;;;x
HINT_SPLASH_2_TITLE;[Culture.GetName] [Religion.GetName] [Government.GetName];[Government.GetName] de culture [Culture.GetName] et de religion [Religion.GetName];[Culture.GetName] [Religion.GetName] [Government.GetName];;[Culture.GetName] [Religion.GetName] [Government.GetName];;;;;;;;;x
#HINT_SPLASH_2_INTRO;You have chosen to play as a [Culture.GetName] [Religion.GetName] [PrimaryTitle.GetRulerTitle].;Vous avez choisi de jouer en tant que [PrimaryTitle.GetRulerTitle] de culture [Culture.GetName] et de religion [Religion.GetName].;Zum Spielen ausgewählt habt Ihr eine/n [Culture.GetName] [Religion.GetName] [PrimaryTitle.GetRulerTitle].;;Has decidido jugar como un [PrimaryTitle.GetRulerTitle] [Culture.GetName] [Religion.GetName].;;;;;;;;;x
HINT_SPLASH_2_CUL_DESC;[Culture.GetName] culture effects:;Effets de la culture [Culture.GetName] :;[Culture.GetName] Kultureffekte:;;Efectos de la cultura [Culture.GetName]:;;;;;;;;;x
HINT_SPLASH_2_CUL_FEATURES;[Culture.GetFeatures];[Culture.GetFeatures];[Culture.GetFeatures];;[Culture.GetFeatures];;;;;;;;;x
HINT_SPLASH_2_GOV_DESC;[Government.GetDesc];[Government.GetDesc];[Government.GetDesc];;[Government.GetDesc];;;;;;;;;x
HINT_SPLASH_2_GOV_FEATURES;[Government.GetFeatures];[Government.GetFeatures];[Government.GetFeatures];;[Government.GetFeatures];;;;;;;;;x
HINT_SPLASH_2_REL_DESC;[Religion.GetDesc];[Religion.GetDesc];[Religion.GetDesc];;[Religion.GetDesc];;;;;;;;;x
HINT_SPLASH_2_REL_FEATURES;[Religion.GetFeatures];[Religion.GetFeatures];[Religion.GetFeatures];;[Religion.GetFeatures];;;;;;;;;x
succ_appointment_desc;By default, all titles revert to the liege on death. However, vassals may nominate themselves or be nominated by their relatives to the position of Expected Successor, subject to the liege's approval. If there is an Expected Successor when the title holder dies, all titles will pass directly to them.;À la mort, tous les titres reviennent au suzerain.;Beim Tod fallen alle Titel an den Lehensherrn zurück.;;Al morir, todos los títulos retornan al señor.;;;;;;;;;x
