#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
real_insult;Insulted;Insulté;;;Insultado;;;;;;;;;x
EVTDESCinteraction.16;[Root.GetFirstNameWithDynasty], [From.GetFirstNameWithDynasty] has been branded a traitor for ignoring my express command to cease [From.GetHerHis] wars of aggression. As a consequence I hereby grant a claim on [From.PrimaryTitle.GetName] to yourself.\n\n Signed,\n[FromFrom.GetTitle] [FromFrom.GetFirstName] of House [FromFrom.GetOnlyDynastyName];[Root.GetFirstNameWithDynasty], [From.GetFirstNameWithDynasty] a été déclaré coupable de félonie pour avoir ignoré mes ordres de cesser sa guerre d’agression. En conséquence, je vous accorde par la présente une revendication sur [From.PrimaryTitle.GetName].\n\n Signé,\n[FromFrom.GetTitle] [FromFrom.GetFirstName] de la Maison [FromFrom.GetOnlyDynastyName];;;[Root.GetFirstNameWithDynasty] [From.GetFirstNameWithDynasty] ha sido declarado culpable de un delito grave por desobedecerr mis órdenes de poner fin a su guerra de agresión. En consecuencia, por la presente le concedo una reclamación en el [From.PrimaryTitle.GetName].\n\Firmado\n[FromFrom.GetTitle] [FromFrom.GetFirstName] de la casa [FromFrom.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAinteraction.16;That will be useful!.;Cela sera utile!;;;Esto será útil!;;;;;;;;;x
EVTDESCinteraction.17;[Root.PrimaryTitle.GetFOA], [From.GetTitle] [From.GetFirstName] has branded you a traitor for refusing [From.GetHerHis] command for you to stand down. Your enemy has been granted a claim on [Root.PrimaryTitle.GetName] as a consequence.;[Root.PrimaryTitle.GetFOA], [From.GetTitle] [From.GetFirstName] vous a déclaré coupable de félonie pour avoir ignoré ses ordres de vous retirer. Votre ennemi s’est vu accordé une revendication sur [Root.PrimaryTitle.GetName] en représailles.;;;[Root.PrimaryTitle.GetFOA] [From.GetTitle] [From.GetFirstName] te ha encontrado culpable de un delito grave por desobedecer sus órdenes de detener la guerra. Ha concedido a tu enemgo una reclamación en el [Root.PrimaryTitle.GetName] en represalia.;;;;;;;;;x
EVTOPTAinteraction.17;Curse his name!.;Que son nom soit maudit!;;;Maldito sea su nombre!;;;;;;;;;x
EVTTOOLTIPinteraction.10;[This.GetTitle] [This.GetFirstNameWithDynasty] of [This.Capital.GetName] will be commanded to end [This.GetHerHis] war;[This.GetTitle] [This.GetFirstNameWithDynasty] de [This.Capital.GetName] va être sommé de mettre fin à sa guerre;;;[This.GetTitle] [This.GetFirstNameWithDynasty] de [This.Capital.GetName] te ordeno poner fin a la guerra.;;;;;;;;;x
EVTOPTBinteraction.6;Remove from position of Command;Démettre de sa position de commandement;;;Renunciar a tu puesto de mando;;;;;;;;;x
EVTTOOLTIPinteraction.17;[This.GetTitledName] shall be granted a claim on [Root.PrimaryTitle.GetName];[This.GetTitledName] va obtenir une revendication sur [Root.PrimaryTitle.GetName];;;[This.GetTitledName] obtendrá una reclamación sobre el [Root.PrimaryTitle.GetName];;;;;;;;;x
TOOLTIPinteraction.15A;shall be granted a claim on [FromFrom.PrimaryTitle.GetName]\n;va obtenir une revendication sur [FromFrom.PrimaryTitle.GetName]\n;;;obtendrá una reclamación en [FromFrom.PrimaryTitle.GetName]\n;;;;;;;;;x
TOOLTIPEVTOPTCinteraction.5;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] shall be designated as the next Lord Commander of the Kingsguard\n;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] va être désigné comme le futur Lord Commandant de la Garde Royale\n;;;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] será designado como el futuro Lord Comandante de la Guardia Real\n;;;;;;;;;x
EVTOPTCinteraction.5;Designate as next Lord Commander;Désigner comme Lord Commandant;;;Designar como Lord Comandante;;;;;;;;;x
TOOLTIPINTERACTIONPERSONAL;Here can be found options to:\n-Send a gift\n-Send an insult\n-Visit chambers\n-Grant a knighthood\n;Ici se trouvent les options pour : \n-envoyer un cadeau \n-une insulte \n-rendre visite à un(e) amant(e) \n-adouber.\n;;;Aquí se pueden encontrar opciones para:\n-Enviar un regalo\n-Enviar un insulto\n-Visitar amantes\n-Armar caballero\n;;;;;;;;;x
TOOLTIPINTERACTIONDIPLOMATIC;Here can be found options to:\n-Command a bannermen to stand down\n-Appoint a person to the Kingsguard\n-Nominate the next High Septon\n-Grant a Lordship Paramount\n;Ici se trouvent les options pour : \n-ordonner à un banneret d'abdiquer \n-nommer une personne dans la Garde Royale \n-désigner le prochain Grand Septon \n-octroyer une seigneurie suzeraine \n;;;Aquí se pueden encontrar opciones para:\n-Pedir abdicar a un vasallo\n-Nombrar Guardia Real\n-Nombrar al próximo Septón Supremo\n-Otorgar un título de Señor Supremo\n;;;;;;;;;x
TOOLTIPINTERACTIONACTION;Here can be found options to:\n-R'hllor Healing and Protection\n-Assign a bought councillor a mission\n-Make an offer to buy a slave\n-Face a dragon\n-Grant a sword\n;Ici se trouvent les options pour : \n-demander des soins et une protection à R'hllor \n-assigner une mission à un conseiller corrompu \n-faire une offre pour des esclaves \n-faire face à un dragon \n-donner une épée\n;;;Aquí se pueden encontrar opciones para:\n-Pedir protección a R'hllor\n-Asignar misión a un consejero comprado\n-Comerciar con esclavos\n-Enfrentarse a un dragón\n-donar una espada\n;;;;;;;;;x
scorch_the_land;Scorch the Land;Brûlez les fermes;;;Arrasar la tierra;;;;;;;;;x
scorch_the_land_desc;Burn everything and rape women;Brûlez tout et violez les femmes;;;Quemarlo todo y violar a las mujeres;;;;;;;;;x
EVTDESCinteraction.18;[FromFrom.GetTitle] [FromFrom.GetFirstName] is a just and able liege, for [FromFrom.GetSheHe] has managed to force [From.GetFirstNameWithDynasty] to stop [From.GetHerHis] war of aggression against us.;[FromFrom.GetTitle] [FromFrom.GetFirstName] est un suzerain juste et efficace, [FromFrom.GetSheHe] a réussi à forcer [From.GetFirstNameWithDynasty] à arrêter sa guerre d'agression contre nous. ;;;[FromFrom.GetTitle] [FromFrom.GetFirstName] es un Señor justo y eficaz. Ha logrado forzar a [From.GetFirstNameWithDynasty] a que ponga fin a su guerra de agresión contra nosotros.;;;;;;;;;x
EVTOPTAinteraction.18;I am thankful;Je suis reconnaissant. ;;;Estoy muy agradecido.;;;;;;;;;x
rhllor_action;R'hllor Action List;Liste des actions de R'hllor;;;Lista de acciones de R'hllor;;;;;;;;;x
rhllor_action_desc;You have made a sacrifice to the Red God, and so can take an action against [Root.GetTitle] [Root.GetFirstNameWithDynasty].;Vous avez fait un sacrifice au dieu rouge, aussi pouvez-vous choisir une action contre [Root.GetTitle] [Root.GetFirstNameWithDynasty].;;;Has hecho un sacrificio al Dios Rojo, ahora puedes actuar contra [Root.GetTitle] [Root.GetFirstNameWithDynasty].;;;;;;;;;x
TOOLTIPinteraction.14;will be informed;aura l'autorité de vous déclarer comme traître.;;;tiene la autoridad para declararte traidor;;;;;;;;;x
EVTOPTBinteraction.10;I don't have to follow this command;Non;;;No tengo porqué obedecer esa orden.;;;;;;;;;x
EVTOPTDinteraction.10;[From.GetTitledFirstNameNoRegnal] has no legal right to demand this;Le(a) [FromFrom.GetTitle] n'a aucun droit de demander ça.;;;El [FromFrom.GetTitle] no tiene derecho a exigir eso.;;;;;;;;;x
EVTDESCinteraction.11;[Root.GetTitle] [Root.GetFirstName], I write this letter to you to express my disapproval of your wars of aggression. I urge you to make peace and end the fighting, or else earn the realm's ire.\n\nSigned,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je vous écris cette lettre pour exprimer mon désaccord envers vos guerres d'agression. Je vous demande de faire la paix et de mettre fin aux combats, dans le cas contraire, vous vous exposeriez à la colère du royaume.\n\nSigné,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], Os escribo esta carta para expresar mi desaprobación a este acto de agresión. Urgo a que ponga fin a la guerra de inmediato, o caerá sobre vos  la ira del Reino.\n\nFirmado,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
opinion_did_not_stand_down;Did Not Stand Down;Ne s'est pas retiré;;;No se retiró de la guerra de agresión;;;;;;;;;x
EVTOPTEinteraction.14;There is nothing I can do;Je ne peux rien faire;;;No hay nada que pueda hacer;;;;;;;;;x
EVTOPTD452;What will [From.GetSheHe] do to me?;Que va-t-[From.GetSheHe] me faire?;;;Qué me va a hacer?;;;;;;;;;x
EVTTOOLTIPinteraction.26;[This.GetTitledFirstName] gives you a good tumble;[This.GetTitledFirstName] vous met un bon coup.;;;[This.GetTitledFirstName] te da un buen revolcón.;;;;;;;;;x
EVTOPTCinteraction.27;I am [Root.GetTitle] here, and I will lay with [From.GetHerHim];Je suis le(a) [Root.GetTitle], et je vais coucher avec [From.GetHerHim];;;Yo soy el  [Root.GetTitle], y me voy a acostar con [From.GetHerHim];;;;;;;;;x
opinion_forced_upon_me;Forced Upon Me;A abusé de moi;;;Abusó de mí;;;;;;;;;x
opinion_forced_upon_kin;Forced Upon my Kin;A abusé d'un(e) parent(e);;;Abusó de un pariente;;;;;;;;;x
opinion_forced_upon_spouse;Forced Upon my Spouse;A abusé de mon époux(se);;;Abusó de mi cónyuge;;;;;;;;;x
opinion_forced_upon_lover;Forced Upon my Lover;A abusé de mon amant(e);;;Abusó de mi amante;;;;;;;;;x
opinion_forced_upon_friend;Forced Upon my Friend;A abusé de mon ami(e);;;Abusó de mi amigo;;;;;;;;;x
TOOLTIPinteraction.27;[This.GetTitledFirstName]'s family and friends are outraged\n;La famille et les amis de [This.GetTitledFirstName] sont outrés\n;;;La familia y los amigos de [This.GetTitledFirstName] están indignados\n;;;;;;;;;x
EVTDESC455;[From.GetTitledFirstName] screamed and made a fuss in front of the guards!;[From.GetTitledFirstName] a crié et a fait des histoires devant les gardes!;;;[From.GetTitledFirstName] gritó e hizo un escándalo delante de los guardias!;;;;;;;;;x
EVTOPTAinteraction.28;[From.GetSheHeCap] refuses me?!;[From.GetSheHeCap] se refuse à moi?!;;;[From.GetSheHeCap] me rechaza?!;;;;;;;;;x
opinion_scandalised_me;Scandalized Me;M'a scandalisé(e);;;Me ha escandalizado.;;;;;;;;;x
TOOLTIPinteraction.28;[This.GetTitledFirstName]'s family are scandalized\n;La famille de [This.GetTitledFirstName] est scandalisée\n;;;La familia de [This.GetTitledFirstName] está escandalizada\n;;;;;;;;;x
EVTDESCinteraction.29;[From.GetTitledFirstNameWithDynastyNoRegnal] has brought shame upon House [Root.GetOnlyDynastyName]. We have received word from [From.Location.GetName] that [From.GetSheHe] forced [From.GetHerHis] way into your [FromFrom.GetRootRelation] [FromFrom.GetFirstName]'s chambers and tried to lay with [FromFrom.GetHerHim]. [From.GetTitledFirstNameNoRegnal] was only foiled by [FromFrom.GetHerHis] shouts and the attention of the guards.;[From.GetTitledFirstName] a apporté la honte à la maison [Root.GetOnlyDynastyName]. Nous avons reçu des nouvelles de [From.Location.GetName] et il semblerait qu'[From.GetSheHe] a pénétré de force dans la chambre de votre [FromFrom.GetRootRelation] [FromFrom.GetFirstName] pour coucher avec [FromFrom.GetHerHim]. [From.GetTitledFirstName] a pu échapper à son agresseur grâce à ses cris et à la vigilance des gardes.;;;[From.GetTitledFirstName] ha traído la vergüenza a la casa [Root.GetOnlyDynastyName]. Hemos tenido noticias de [From.Location.GetName] y parece que él entró a la fuerza a la habitación de vuestra [FromFrom.GetRootRelation] [FromFrom.GetFirstName] para acostarse con [FromFrom.GetHerHim]. [From.GetTitledFirstName] fue capaz de escapar de su agresor gracias a los gritos y a la vigilancia de los guardias.;;;;;;;;;x
EVTOPTAinteraction.29;This is outrageous behaviour!;Quel outrage!;;;Ultraje!;;;;;;;;;x
opinion_scandalised_kin;Scandalized my Kin;A scandalisé mon(a) parent(e);;;Escandalizó a mi pariente;;;;;;;;;x
EVTDESCinteraction.30;Your [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstNameNoRegnal] is suffering in the custody of [FromFrom.GetHerHis] captors it seems, for we have received reports that [FromFrom.GetSheHe] has had frequent visits in [FromFrom.GetHerHis] cell from [From.GetTitledFirstNameWithDynastyNoRegnal]. There [From.GetTitledFirstNameNoRegnal] has been using your poor [FromFrom.GetRootRelation].;Il semble que votre [FromFrom.GetRootRelation] [FromFrom.GetFirstName] souffre de sa captivité. Nous avons appris qu'[FromFrom.GetSheHe] a reçu de nombreuses visites de [From.GetTitledFirstName] dans sa cellule. [From.GetTitledFirstName] a abusé de votre pauvre [FromFrom.GetRootRelation].;;;Parece que su [FromFrom.GetRootRelation] [FromFrom.GetFirstName] está sufriendo de su cautiverio. Hemos sabido que [FromFrom.GetSheHe] ha recibido numerosas visitas del [From.GetTitledFirstName] en su celda. [From.GetTitledFirstName] ha abusado de vuestra pobre [FromFrom.GetRootRelation].;;;;;;;;;x
EVTOPTAinteraction.30;I will avenge [FromFrom.GetFirstName] for this!;Je vengerai [FromFrom.GetFirstName] de cet affront!;;;Vengaré a [FromFrom.GetFirstName]!;;;;;;;;;x
EVTDESCinteraction.19;[Root.GetTitle] [Root.GetFirstName], I can assure you that you have my full support against the aggression of [FromFrom.GetFirstNameWithDynasty]. The scoundrel has ignored my express command to end hostilities, and so I have named [FromFrom.GetHerHim] traitor and enemy of the realm.\n\nMay you be victorious against [FromFrom.GetHerHim],\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je peux vous assurer que vous disposez de mon soutien le plus total contre votre agresseur [FromFrom.GetFirstNameWithDynasty]. Cette canaille a ignoré mes injonctions visant à mettre fin aux hostilités, aussi l'ai-je déclaré traître(sse) et ennemi(e) du royaume.\n\nPuissiez-vous être victorieux(se) face à lui(elle),\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], puedo asegurarle que dispone de todo mi apoyo contra vuestro agresor [FromFrom.GetFirstNameWithDynasty]. Ese canalla ha ignoradomis mandamientos de poner fin a las hostilidades, por ello, lo he declarado traidor y enemigo del Reino.\n\nQue seas vencedor contra él,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAinteraction.19;I thank [Root.PrimaryTitle.GetFOA] for you support;Je remercie [Root.PrimaryTitle.GetFOA] pour son soutien.;;;Agradezco a [Root.PrimaryTitle.GetFOA] por su apoyo.;;;;;;;;;x
EVTDESCinteraction.20;[Root.GetTitle] [Root.GetFirstName], Whilst I assure you that you have my support against the aggression of [From.GetFirstNameWithDynasty], I am afraid I am powerless to stop [From.GetHerHim]. [From.GetSheHeCap] has ignored my requests to cease hostilities, and so you are now on your own.\n\nRegards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je peux vous assurer de mon soutien face à votre aggresseur [From.GetFirstNameWithDynasty], mais j'ai bien peur de ne pas avoir les forces nécessaires pour l'arrêter. [From.GetSheHeCap] a ignoré mes requêtes visant à mettre fin aux hostilités, vous êtes donc désormais tout seul.\n\nCordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], puedo asegurar mi apoyo contra vuestro agresor [From.GetFirstNameWithDynasty], pero no tengo las fuerzas necesarias para detenerlo. [From.GetSheHeCap] ha ignorado mis requerimientos para que ponga fin a las hostilidades, estáis solo.\n\nCordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAinteraction.20;How useless;Inutile.;;;Inútil;;;;;;;;;x
TOOLTIPinteraction.8;A letter is sent to [This.GetTitle] [This.GetFirstName] asking for intervention in the war;Une lettre est envoyée à(au) [This.GetTitle] [This.GetFirstName] pour lui demander d'intervenir dans ce conflit.;;;Une carta ha sido enviada a [This.GetTitle] [This.GetFirstName] para pedirle que intervenga en este conflicto.;;;;;;;;;x
EVTDESCinteraction.21;To all my subjects,\nFor the crime of failing to keep the peace and disobeying an express command to cease hostilities, I hereby name [FromFrom.GetTitle] [FromFrom.GetFirstNameWithDynasty] traitor and enemy of the realm.\n\nSigned,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];A tous mes sujets,\nPour le crime de ne pas avoir respecté la paix du royaume et d'avoir désobéi à l'ordre de cesser les hostilités, je déclare par la présente que [FromFrom.GetTitle] [FromFrom.GetFirstNameWithDynasty] est désormais considéré comme un traître et un ennemi du royaume.\n\nSigné,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName];;;A todos mis súbditos,\nPor el crimen de no respetar la paz del Reino y de desobedecer la orden de cesar las hostilidades, declaro por la presente que [FromFrom.GetTitle] [FromFrom.GetFirstNameWithDynasty] es considerado como un traidor y enemigo del Reino.\n\nFirmado,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAinteraction.21;[From.GetSheHeCap] will regret this decision;[From.GetSheHeCap] va regretter sa décision;;;[From.GetSheHeCap] se arrepentirá de su decisión.;;;;;;;;;x
EVTOPTBinteraction.21;[FromFrom.GetTitle] [FromFrom.GetFirstName] moves boldly;[FromFrom.GetTitle] [FromFrom.GetFirstName] est courageux.;;;[FromFrom.GetTitle] [FromFrom.GetFirstName] es valiente.;;;;;;;;;x
EVTDESCSENDINSULT;You have the letter for [From.GetFirstName] composed, and sign it:\n' ...in short I despise you. You are a [GetRootFromInsult], and your [GetRootFromInsult] ways repulse me.\nSigned,\n[Root.GetTitle] [Root.GetFirstName] of House [Root.GetOnlyDynastyName]';Vous avez terminé et signé la lettre pour [From.GetFirstName]:\n' …en bref je vous méprise. Vous êtes un(e) imbécile et vos manières me révulsent.\nSigné,\n[Root.GetTitle] [Root.GetFirstName] de la Maison [Root.GetOnlyDynastyName]';;;Has terminado y firmado la carta para [From.GetFirstName]:\n' …en definitiva os desprecio. Sois un imbécil y vuestros modales me repulsan.\nFirmado,\n[Root.GetTitle] [Root.GetFirstName] de la casa [Root.GetOnlyDynastyName]';;;;;;;;;x
EVTOPTASENDINSULT;That will teach that [GetRootFromInsult];Cela lui apprendra!;;;Así aprenderá este [GetRootFromInsult];;;;;;;;;x
make_noble;Raise to Nobility;Anoblir;;;Ennoblecer;;;;;;;;;x
make_noble_desc;Make [Root.GetTitledFirstName] a noble by giving [Root.GetHerHim] [Root.GetHerHis] own house and arms, as well incomes to start [Root.GetHerHis] own household.;Faire de [Root.GetTitledFirstName] un noble en lui donnant une maison et un blason, ainsi que des revenus pour constituer sa maisonnée.;;;Hacer de [Root.GetTitledFirstName] un noble dándole un blasón, además de ingresos para constituir su casa.;;;;;;;;;x
TOOLTIPmake_noble;[Root.GetTitledFirstName] is given a new house name and a coat of arms\n;[Root.GetTitledFirstName] obtient un nom et un blason\n;;;[Root.GetTitledFirstName] obtiene una casa y un blasón\n;;;;;;;;;x
voted_on_stand_down;Voted on Command to Stand Down;Vote sur un ordre de demission;;;Votación para rendición;;;;;;;;;x
EVTDESCcouncillor.1;The council has been convened to vote on dispute that has arisen between two vassals of [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] has been accused of invading [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName]'s lands in contravention of the [TopLiege.GetTitle]'s peace. Now the council must vote on whether to issue a command to [From.GetTitledFirstNameNoRegnal] cease [From.GetHerHis] aggression, an action [FromFrom.GetTitledFirstNameNoRegnal] has voted in favour of.;Le conseil doit voter au sujet de la dispute de deux vassaux de [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] est accusé d'avoir envahi les terres de  [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] en infraction avec l'ordre de paix établi par [TopLiege.GetTitle]. Le conseil doit désormais voter pour déterminer si on doit ordonner à [From.GetTitledFirstNameNoRegnal] de mettre un terme à son agression. [FromFrom.GetTitledFirstNameNoRegnal] a voté en faveur de cette motion.;;;El Consejo debe votar sobre la disputa de dos vasallos de [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] está acusado de haber invadido las tierras de [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] violando el orden establecido por [TopLiege.GetTitle]. El Consejo debe votar para determinar si se debe ordenar a [From.GetTitledFirstNameNoRegnal] de poner fin a su agresión. [FromFrom.GetTitledFirstNameNoRegnal] ha votado a favor de esta propuesta.;;;;;;;;;x
EVTDESCcouncillor.1B;The council has been convened to vote on dispute that has arisen between two vassals of [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] has been accused of invading [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName]'s lands in contravention of the [TopLiege.GetTitle]'s peace. Now the council must vote on whether to issue a command to [From.GetTitledFirstNameNoRegnal] cease [From.GetHerHis] aggression, an action [FromFrom.GetTitledFirstNameNoRegnal] has voted against.;Le conseil doit voter au sujet de la dispute de deux vassaux de [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] est accusé d'avoir envahi les terres de  [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] en infraction avec l'ordre de paix établi par [TopLiege.GetTitle]. Le conseil doit désormais voter pour déterminer si on doit ordonner à [From.GetTitledFirstNameNoRegnal] de mettre un terme à son agression. [FromFrom.GetTitledFirstNameNoRegnal] a voté contre cette motion.;;;El Consejo debe votar sobre la disputa de dos vasallos de [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] está acusado de haber invadido las tierras de [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] violando el orden establecido por [TopLiege.GetTitle]. El Consejo debe votar para determinar si se debe ordenar a [From.GetTitledFirstNameNoRegnal] de poner fin a su agresión. [FromFrom.GetTitledFirstNameNoRegnal] ha votado en contra de esta propuesta.;;;;;;;;;x
EVTDESCcouncillor.1C;The regency council has been convened to vote on dispute that has arisen between two vassals of [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] has been accused of invading [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName]'s lands in contravention of the [TopLiege.GetTitle]'s peace. Now the council must vote on whether to issue a command to [From.GetTitledFirstNameNoRegnal] cease [From.GetHerHis] aggression.;Le conseil de régence doit voter au sujet de la dispute de deux vassaux de  [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] est accusé d'avoir envahi les terres de  [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] en infraction avec l'ordre de paix établi par [TopLiege.GetTitle]. Le conseil doit désormais voter pour déterminer si on doit ordonner à [From.GetTitledFirstNameNoRegnal] de mettre un terme à son agression. ;;;El Consejo de regencia debe votar sobre la dsputa de dos vasallos de [FromFrom.GetTitledFirstNameNoRegnal]. [From.GetTitledFirstNameWithDynastyNoRegnal] está acusado de haber invadido las tierras de [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] violando el orden establecido por [TopLiege.GetTitle]. El Consejo debe votar para determinar si se debe ordenar a [From.GetTitledFirstNameNoRegnal] de poner fin a su agresión.;;;;;;;;;x
EVTOPTAcouncillor.1;Yes, [From.GetTitledFirstNameNoRegnal]'s aggression must stop;Oui, l'agression de [From.GetTitledFirstNameNoRegnal] doit cesser;;;Sí, la agresión de [From.GetTitledFirstNameNoRegnal] debe terminar;;;;;;;;;x
EVTOPTBcouncillor.1;I vote against this motion;Je voterai contre cette motion;;;Votaré en contra de esta moción;;;;;;;;;x
EVTDESCcouncillor.2;The vote on whether to command [From.GetTitledFirstNameWithDynastyNoRegnal] to end [From.GetHerHis] war against [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] has been taken...;Le vote pour déterminer si un ordre de cessation d'agression de la part de [From.GetTitledFirstNameWithDynastyNoRegnal] envers [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] a eu lieu...;;;La votación para determinar si una orden de cese de agresión por parte de [From.GetTitledFirstNameWithDynastyNoRegnal] contra [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName] ha tenido lugar...;;;;;;;;;x
EVTOPTAcouncillor.2;The council voted in favour;Le conseil a voté en faveur de cette motion;;;El Consejo ha votado a favor de esta moción;;;;;;;;;x
EVTOPTAcouncillor.2B;I veto this, issue the command!;Je mets mon veto, envoyez l'ordre!;;;Lo veto, enviad la orden!;;;;;;;;;x
EVTOPTAcouncillor.2C;The vote is tied, so I choose to issue the command;Aucune majorité n'est sortie du vote, je décide d'envoyer l'ordre;;;Ninguna mayoría ha salido de los votos, decido enviar la orden;;;;;;;;;x
EVTOPTAcouncillor.2D;The vote is tied, so [FromFrom.GetTitledFirstNameNoRegnal] will cast the deciding vote;Aucune majorité n'est sortie du vote, [FromFrom.GetTitledFirstNameNoRegnal] a le vote décisif;;;Ninguna mayoría ha salido de los votos, [FromFrom.GetTitledFirstNameNoRegnal] tiene el voto decisivo;;;;;;;;;x
EVTOPTAcouncillor.2E;The vote is tied, so [FromFrom.Regent.GetTitledFirstNameNoRegnal] will cast the deciding vote;Aucune majorité n'est sortie du vote, [FromFrom.Regent.GetTitledFirstNameNoRegnal] a le vote décisif;;;Ninguna mayoría ha salido de los votos, [FromFrom.Regent.GetTitledFirstNameNoRegnal] tiene el voto decisivo;;;;;;;;;x
TOOLTIPcouncil_vote_approve_end_war;[This.GetTitledFirstNameWithDynastyNoRegnal] voted §GFOR§!\n;[This.GetTitledFirstNameWithDynastyNoRegnal] a voté §GFOR§!\n;;;[This.GetTitledFirstNameWithDynastyNoRegnal] ha votado §GFOR§!\n;;;;;;;;;x
TOOLTIPcouncil_vote_against_end_war;[This.GetTitledFirstNameWithDynastyNoRegnal] voted §RAGAINST§!\n;[This.GetTitledFirstNameWithDynastyNoRegnal] a voté §RAGAINST§!\n;;;[This.GetTitledFirstNameWithDynastyNoRegnal] ha votado §RAGAINST§!\n;;;;;;;;;x
EVTOPTBcouncillor.2;The council voted against;Le conseil a voté contre cette motion;;;El Consejo ha votado en contra de esta moción;;;;;;;;;x
EVTOPTBcouncillor.2B;I veto this!;Je mets mon veto!;;;Lo veto!;;;;;;;;;x
EVTOPTBcouncillor.2C;The vote is tied, so the command will not be issued;Aucune majorité n'est sortie du vote, l'ordre n'est pas envoyé;;;Ninguna mayoría ha salido de los votos, decido no enviar la orden;;;;;;;;;x
