#CODE;ENGLISH;;;;;;;;;;;;;x
schizo_desc;This character his schizophrenic; meaning he hears voices. People think he's possessed by the Devil... a very bad thing to be known for.;Ce personnage est Schizophrène; ce qui fait qu'il entend des voix. Les gens pensent qu'il est possédé par le Diable...Une très mauvaise manière d'être connu.;Diese Person ist schizophren. Er hört Stimmen und Andere denken; er sei vom Teufel besessen. Es ist sehr schlecht für so etwas bekannt zu sein.;;Este personaje es Esquizofrénico; lo que hace que oye voces. La gente piensa que es poseído por el Diablo... Una manera muy mala de ser conocido.;;;;;;;;;x
scientifique;Scientific;Scientifique;Wissenschaftlichen;;Científico;;;;;;;;;x
scientifique_desc;This character loves scientific stuff. He can spends hours reading books about it.;Ce personnage aime tout ce qui touche à la science. Il peut passer des heures à lire des ouvrages à ce sujet.;Diese Person liebt alles; das mit der Wissenschaft anrührt. Er kann Stunden verbringen; Arbeiten zu diesem Thema zu lesen.;;A este personaje le gusta todo lo que se parece mucho a la ciencia. Puede pasar horas leyendo las obras para este sujeto.;;;;;;;;;x
short;Short;Petit;Kleiner;;Pequeño;;;;;;;;;x
short_desc;This character is shorter than most.;Ce personnage est petit.;Diese Person ist klein.;;Este personaje es pequeño.;;;;;;;;;x
silencieux;Quiet;Silencieux;Schweigsam;;Silencioso;;;;;;;;;x
silencieux_desc;This character is quiet. Ladies; if you want a confidant...;Ce personnage est très silencieux. Mesdames; si vous voulez un confident...;Diese Person ist sehr schweigsam. Meine Damen; falls sie eine Vertrauensperson brauchen...;;Este personaje es muy silencioso. Señoras; si usted quiere a un confidente...;;;;;;;;;x
slightlimp;Slight Limp;Léger boitement;Leichtes Hinken;;Cojera ligera;;;;;;;;;x
slightlimp_desc;This character has a slight limp. He can still walk and fight properly.;Ce personnage a un léger boitement. Il peut toujours combattre et marcher correctement.;Diese Person humpelt ein wenig. Er kann nach wie vor laufen und kämpfen.;;Este personaje tiene una cojera ligera. Puede siempre combatir y marchar correctamente.;;;;;;;;;x
sociopath;Sociopath;Sociopathe;Soziopath;;Sociópata;;;;;;;;;x
sociopath_desc;This character had a troubled childhood; resulting in little empathy for others.;Ce personnage a eu une enfance perturbée; résultant en un comportement antipathique envers autrui.;Diese Person hat eine gestörte Kindheit gehabt; die sich in einem unsympathischen Verhalten zu anderen ergibt.;;Este personaje tuvo una infancia perturbada; resultando en un comportamiento antipático hacia otro.;;;;;;;;;x
soifdesang;Blood thirsty;Assoiffé de sang;Blutrünstig;;Sediento de sangre;;;;;;;;;x
soifdesang_desc;This character is blood thirsty. He loves the sight of that red liquid.;Ce personnage est assoiffé de sang. Il adore voir couler le sang de ses victimes.;Diese Person ist blutrünstig. Er liebt den Anblick dieser roten Flüssigkeit.;;Este personaje es dado sed por sangre. Le encanta ver vaciar la sangre de sus víctimas.;;;;;;;;;x
surpoids;Overweight;Surpoids;Übergewichtig;;Peso extra;;;;;;;;;x
surpoids_desc;This character is overweight. He's not useful on the battle field.;Ce personnage est en surpoids. Il n'est pas particulièrement utile sur le champ de bataille.;Diese Person ist übergewichtig. Nicht gerade nützlich in der Schlacht.;;Este personaje está en exceso ponderal. No es particularmente útil sobre el campo de batalla.;;;;;;;;;x
tall;Tall;Grand;Große;;Grande;;;;;;;;;x
tall_desc;This character is taller than most.;Ce personnage est plus grand que la moyenne.;Diese Person ist größer als der Durchschnitt.;;Este personaje es más grande que la media.;;;;;;;;;x
tolerant;Tolerant;Tolérant;Tolerant;;Tolerante;;;;;;;;;x
tolerant_desc;This character is tolerant of other religions and cultures.;Ce personnage est très tolérant envers les autres religions et cultures.;Diese Person ist tolerant gegenüber fremden Religionen und Kulturen.;;Este personaje es muy tolerante hacia otras religiones y culturas.;;;;;;;;;x
tourette;Tourette syndrome;Syndrome de La Tourette;Syndrom von Tourette;;Síndrome de Tourette;;;;;;;;;x
tourette_desc;This character has Tourette syndrome; causing him multiple motor tics. People often make fun of him.;Ce personnage est atteint du syndrome de La Tourette; résultant en de multiples tics moteurs suscitant la moquerie des autres.;Diese Person ist vom Syndrom von Tourette erreicht; das sich in den vielfältigen motorischen den Spott von anderen verursachenden Ticks ergibt.;;Este personaje padece del síndrome de Tourette; resultando en tiques múltiples motores que suscitan la burla de otros.;;;;;;;;;x
vegetarien;Vegetarian;Végétarien;Vegetarier;;Vegetariano;;;;;;;;;x
vegetarien_desc;This character is a vegetarian. He despises people who hunt to feed themselves. Vegetables are his life!;Ce personnage est végétarien. Il méprise les gens qui chassent pour se nourrir. Les légumes sont toute sa vie!;Diese Person ist Vegetarier. Er verachtet diejenigen; die jagen. Gemüse sind sein Leben.;;Este personaje es vegetariano. Se equivoca la gente que caza para alimentarse. ¡ Las verduras son toda su vida!;;;;;;;;;x
vulgaire;Rude;Vulgaire;Vulgär;;Vulgar;;;;;;;;;x
vulgaire_desc;This character is rude; he loves to swear and doesn't care if people like it or no.;Ce personnage est vulgaire; il adore jurer et se fiche de savoir si les gens aiment ça ou non.;Diese Person ist vulgär; sie flucht gern und spottet zu kennen; ob das die Leute gern haben oder nicht.;;Este personaje es vulgar; le encanta jurar y se hincha de saber si a la gente le gusta o no. esto;;;;;;;;;x
wellendowed;Well endowed;Bien membré;Gut bestückt sein muss;;Bien dotado;;;;;;;;;x
wellendowed_desc;"This character's..erm.."bits" are larger than most.";Ce personnage a tout ce qu'il faut; là où il faut.;Diese Person hat alles; was man; da braucht; wo er notwendig ist.;;Este personaje tiene todo lo que hace falta; allí dónde hace falta.;;;;;;;;;x
unfunny;Unamusing;Pas drôle;Unlustig;;No divertido;;;;;;;;;x
unfunny_desc;This character makes lame jokes.;Ce personnage ne sait pas faire de blagues. Les gens se forcent à sourire afin de ne pas le vexer.;Diese Person ist bekannt für ihre schlechten Scherze.;;Este personaje no sabe hacer bromas. La gente se esfuerza por sonreír con el fin de no no el vexer.;;;;;;;;;x
savant;Savant;Savant;Gelehrter;;Sabio;;;;;;;;;x
savant_desc;This character is affected by numerous mental disorders giving them heightened ability; at the expense of having a lesser social capacity.;Ce personnage est affectÃ© par de nombreux troubles mentaux leur donnant des capacitÃ©s accrues; au dÃ©triment de leur capacitÃ© sociale.;Dieser Charakter ist von zahlreichen psychischen StÃ¶rungen betroffen; die ihm erhÃ¶hte FÃ¤higkeiten auf Kosten seines sozialen Lebens verleihen.;;Este personaje se ve afectado por numerosos trastornos mentales que les otorgan mayores capacidades; a expensas de su capacidad social.;;;;;;;;;x
reliant;Reliant;DÃ©pendant;Angewiesen;;Confiado;;;;;;;;;x
reliant_desc;This character was born with various defects that force them to rely upon others; but is easily able to charm those that help them.;Ce personnage est nÃ© avec divers dÃ©fauts qui les obligent Ã  compter sur les autres; mais est facilement capable de charmer ceux qui les aident.;Dieser Charakter wurde mit verschiedenen MÃ¤ngeln geboren; die ihn zwingen; sich auf andere zu verlassen; aber er ist leicht in der Lage; jene zu bezaubern; die ihnen helfen.;;Este personaje naciÃ³ con varios defectos que los fuerzan a confiar en los demÃ¡s; pero fÃ¡cilmente puede encantar a los que los ayudan.;;;;;;;;;x
directadmin;Direct Administrator;;;;;;;;;;;;;x
directadmin_desc;This character specializes in direct control of their demesne.;;;;;;;;;;;;;x
vassaladmin;Vassal Administrator;;;;;;;;;;;;;x
vassaladmin_desc;This character is exceptionally good at managing relations with their vassals.;;;;;;;;;;;;;x
revoltadmin;Orderly Administrator;;;;;;;;;;;;;x
revoltadmin_desc; This character excells at pleasing the peasants and preserving order; keeping revolts at a low.;;;;;;;;;;;;;x
buildadmin;Building Administrator;;;;;;;;;;;;;x
buildadmin_desc; This character has an excellent grasp of construction and logistics.;;;;;;;;;;;;;x
