#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
order_unauthorized_bombardment_decision;Order Orbital Bombardment;;;;;;;;;;;;x
order_unauthorized_bombardment_decision_desc;You have the ships in orbit over [Root.Siege.GetName] to carry out an orbital bombardment, and the authorization to do so. This would instantly end the siege, but the resulting civilian death toll would be catastrophic, not to mention the potential environmental damage. ßRYou do not currently have authorization to order orbital bombardments, and your superiors will consider this to be a war crime.ß!;;;;;;;;;;;;x
AUTHORIZEDBOMBARDMENT;has authorized the use of weapons of mass destruction.\n;;;;;;;;;;;;x
EVTDESCINVASION100;The 'battle' - if you can call it such - is over. [From.GetName] lies in ruins. Victory is yours, for all that it is worth.;;;;;;;;;;;;x
EVTTOOLTIPINVASION101;death.;;;;;;;;;;;;x
EVTDESCINVASION101;Fire rains from the sky, and you flee for shelter. Over head, [From.GetTitle] [From.GetFullName]'s fleet rains their furious judgment down on your world. The sky itself seems to be aflame. You almost seem to have shelter in sight, when, in one glorious instant, the world around you turns white hot - and then, all turns black.;;;;;;;;;;;;x
EVTTOOLTIPINVASION102;injury.;;;;;;;;;;;;x
EVTDESCINVASION102;Fire rains from the sky, and you flee for shelter. Over head, [From.GetTitle] [From.GetFullName]'s fleet rains their furious judgment down on your world. The sky itself seems to be aflame. You stumble forward as a lance of ionized titanium plasma strikes directly behind you, vaporizing an area the size of a city block down to a depth of five kilometers. It takes you a moment to realize that you're still breathing. You've lost a leg, but you're alive. Barely.;;;;;;;;;;;;x
EVTTOOLTIPINVASION103;survival.;;;;;;;;;;;;x
EVTDESCINVASION103;Fire rains from the sky, and you flee for shelter. Over head, [From.GetTitle] [From.GetFullName]'s fleet rains their furious judgment down on your world. The sky itself seems to be aflame. You watch helplessly from your shelter as lances of ionized titanium plasma rain down from the sky, incinerating cities and slaughtering millions.;;;;;;;;;;;;x
EVTDESCINVASION104;[From.GetTitle] [From.GetFullName] has unleashed weapons of mass destruction on [FromFrom.GetName] under your authorization.;;;;;;;;;;;;x
EVTDESCINVASION105;The skies of [FromFrom.GetName] burn under the weight of the furious judgment of the ships in orbit. [From.GetTitle] [From.GetFullName]'s fleet has laid waste to the entire planet.;;;;;;;;;;;;x
EVTOPTAINVASION105;Monsters! Murderers!;;;;;;;;;;;;x
EVTDESCINVASION106;[From.GetTitle] [From.GetFullName] has unleashed weapons of mass destruction on [FromFrom.GetName], in direct violation of your orders.;;;;;;;;;;;;x
EVTTITLEINVASION110;Armageddon;;;;;;;;;;;;x
EVTDESCINVASION110;The skies of Earth darken as the fleet takes up its formation. Aboard [From.GetHerHis] flagship, [From.GetCrisisBestName] looks down upon the homeworld, and feels the weight of history upon [From.GetHerHis] shoulders.\n\nWhy did [From.GetSheHe] give the order? None but [From.GetSheHe] can say. But in that one terrible instant, the heavens made their will known, and the homeworld of humanity burned.;;;;;;;;;;;;x
EVTOPTAINVASION110;This is unforgiveable.;;;;;;;;;;;;x
EVTOPTBINVASION110;May [Root.Religion.GetRandomGodName] have mercy upon our souls.;;;;;;;;;;;;x
EVTOPTCINVASION110;May our grandchildren forgive us.;;;;;;;;;;;;x
EVTDESCINVASION115;As [Root.GetTitle], the choice of how best to prosecute this war falls to you. Planetary invasions cost time and lives. You could be far swifter and more efficient raining death from the safety of the heavens. But at what cost? Once you give this terrible order, there will be no going back.;;;;;;;;;;;;x
EVTOPTAINVASION115;I want their worlds to shine like glass.;;;;;;;;;;;;x
EVTOPTBINVASION115;No, this is going too far.;;;;;;;;;;;;x
EVTDESCINVASION116;Attention all fleets. The [From.GetTitle] has authorized the use of weapons of mass destruction.;;;;;;;;;;;;x
EVTDESCINVASION120;[GetOrbitalBombardmentDesc];;;;;;;;;;;;x
String_orbital_bombardment_generic;As the battle rages across [bombardment_target.GetName], your fleet sits in orbit, armed with nuclear weapons and Casaba Howitzer cannons. It would be such a simple thing, to unleash the power of your naval weaponry upon this defenseless world. The invasion, such as it is, would be over in an instant. The consequences for life [bombardment_target.GetPlanetStation]side, however, would be catastrophic.;;;;;;;;;;;;x
String_orbital_bombardment_earth;You pace the bridge of your flagship. Below, your soldiers fight a desperate battle across Earth's surface. You have the power at your disposal to end that battle in an instant. Your ships, armed with nuclear weapons and Casaba Howitzer cannons, sit in orbit, ready to open fire. To give the command would mean an end to Terran arrogance forever, to wipe the galaxy clean of those who thought their world's history gave them some special claim to power.\n\nBut Earth is not merely the most populous world in human space. It is ten thousand years of recorded history. The wonders of the ancients, the African savannah, the towers that took humanity to the stars. All of these things will be lost forever.\n\nThis is not a thing that can be undone.;;;;;;;;;;;;x
String_orbital_bombardment_earth_terran;You pace the bridge of your flagship. Below, your soldiers fight a desperate battle across Earth's surface. You have the power at your disposal to end that battle in an instant. Your ships, armed with nuclear weapons and Casaba Howitzer cannons, sit in orbit, ready to open fire. But do you have it in you, to command such a thing?\n\nEarth is not merely the most populous world in human space. It is ten thousand years of recorded history. The wonders of the ancients, the African savannah, the towers that took humanity to the stars. All of these things will be lost forever.\n\nThis is not a thing that can be undone.;;;;;;;;;;;;x
String_orbital_bombardment_earth_xenoterran;You pace the bridge of your flagship. Below, your soldiers fight a desperate battle across Earth's surface. You have the power at your disposal to end that battle in an instant. Your ships, armed with nuclear weapons and Casaba Howitzer cannons, sit in orbit, ready to open fire. To give the command would mean an end to Terran arrogance forever, to wipe the galaxy clean of those who sought to rewrite human history for their own benefit.\n\nBut even if this would be an act of justice, Earth is the most populous world in human space. To give this command would be to consign tens of billions to oblivion. The greatest act of mass murder in human history.\n\nThis is not a thing that can be undone.;;;;;;;;;;;;x
EVTOPTAINVASION120;[GetOrbitalBombardmentOption];;;;;;;;;;;;x
String_orbital_bombardment_command_generic;...do it.;;;;;;;;;;;;x
String_orbital_bombardment_command_earth;Fiat justitia, ruat caelum.;;;;;;;;;;;;x
EVTOPTBINVASION120;No, this is going too far.;;;;;;;;;;;;x
living_armageddon;Living Armageddon;;;;;;;;;;;;x
living_armageddon_desc;This character gave the order to unleash weapons of mass destruction on Earth, murdering billions and consigning ten thousand years of human history to oblivion.;;;;;;;;;;;;x
INSULT_MURDERER;murderer;;;;;;;;;;;;x
CB_NAME_SEIZE_REGENCY;Seize Regency;;;;;;;;;;;;;x
cb_seize_regency_desc;Depose your liege's regent, prime minister, or executor, and take their place as the power behind the throne.;;;;;;;;;;;;;x
WAR_NAME_SEIZE_REGENCY;$ORDER$Campaign Against [From.GetFullName]'s Regency;;;;;;;;;;;;;x
EVTDESCMILITARY3002;TO: [Root.GetFullName]\nFROM: [From.GetFullName]\nRE: New chain of command\nHenceforth, your commanding officer will be [FromFrom.GetFullName], [FromFrom.GetTitle] of the [FromFrom.PrimaryTitle.GetFullName].;;;;;;;;;;;;x
EVTDESCMILITARY3003;TO: [Root.GetFullName]\nFROM: [FromFrom.GetFullName]\nRE: New chain of command\nEffective immediately, I am transferring command of the [From.PrimaryTitle.GetFullName] and [From.GetTitle] [From.GetFullName] to you.;;;;;;;;;;;;;x
EVTDESCBATTLE0;Laser light reflects off particle beam tracers, illuminating the cockpit of your fighter. An enemy ace is on your tail, and your squadron is out of position. You swoop between two friendly ships, and for a moment you think you've lost your pursuer - until the laser slices directly through your cockpit, perilously close to your face. It's all you can do to eject in time.;;;;;;;;;;;;x
EVTTOOLTIPBATTLE1;has shot you down!;;;;;;;;;;;;;x
EVTDESCBATTLE1;Laser light reflects off particle beam tracers in the dark skies of [Root.Location.GetName]. You gun your main thrusters as you pursue an enemy fighter pilot, janking and veering to try to avoid you. [From.GetSheHeCap] tries to evade you by flying between two friendly ships, but you are easily able to cut [From.GetHerHim] off and deliver a laser blast straight through [From.GetHerHis] cockpit. [From.GetSheHeCap] ejects, leaving the fighter to spin away, a trail of leaking shock gel in its wake.;;;;;;;;;;;;;x
EVTDESCBATTLE2;The situation looks grim. You took a nasty hit earlier, and your dorsal maneuvering thruster is barely functional. An enemy ace is hot on your tail, and it's all you can do to avoid being shot down. Alarms flash. The portside fuel tank is on fire. You need to eject. You need to eject NOW!;;;;;;;;;;;;;x
EVTDESCBATTLE3;You have [From.GetFullName] directly in your sights. [From.GetHerHisCap] fighter has taken one too many hits already, and you're never one to pass up an opportunity. A quick squeeze of the trigger, and a beam of light lances out, straight through [From.GetHerHis] portside fuel tank. [From.GetSheHeCap] ejects, mere seconds before [From.GetHerHis] ship explodes.;;;;;;;;;;;;;x
EVTDESCBATTLE4;It's not looking good. You've lost two maneuvering thrusters, your guidance system is offline, an an enemy ace is hot on your tail. You can still get out of this, though, right? There has to be something you can do. If you can just...;;;;;;;;;;;;;x
EVTTOOLTIPBATTLE1;has killed you in battle!;;;;;;;;;;;;;x
EVTDESCBATTLE5;You have [From.GetFullName] dead in your sights. [From.GetHerHisCap] fighter is already badly damaged, and [From.GetSheHe] doesn't have the maneuverability to escape you. It's almost a shame, when you deliver the final beam directly into [From.GetHerHis] engine. Almost.;;;;;;;;;;;;;x
EVTDESCBATTLE10;Your squadron rejoins you in formation, as you prepare for a second run on the [From.Religion.GetRandomEvilGodName]. You gun the throttle and soar towards it, as point-defense lasers light up the night. One manages to graze your cockpit. It's not fatal, but you're leaking shock gel, orange fluid spraying into the sky behind you. Another laser forces you to pull a few Gs too many, and a few seconds later, the world goes black.;;;;;;;;;;;;;x
EVTTOOLTIPBATTLE11;has shot you down!;;;;;;;;;;;;;x
EVTDESCBATTLE11;You pace the bridge of the [FromFrom.Religion.GetRandomEvilGodName], watching as an enemy fighter squadron lines up for another run. Your point defense lasers light up the night, tearing through their hulls and leaving shock gel, fuel, and twisted metal tumbling through space. A few fighters make it through the barrage, but their pilots will no doubt soon fall victim to G-force.;;;;;;;;;;;;;x
EVTDESCBATTLE12;Your attack run on the [From.Religion.GetRandomEvilGodName] has failed. Your squadron is scattered - those who aren't dead - and the warship's point defense dances in the sky around you. You twist and veer, but despite your best efforts, one beam lances through your portside maneuvering thruster during a particularly dangerous turn, sending you spiraling out of control. You manage to eject - but only moments before your fighter explodes against the [From.Religion.GetRandomEvilGodName]'s hull.;;;;;;;;;;;;;x
EVTDESCBATTLE13;You lean over the tactical holotank, watching as the latest fighter attack on the [FromFrom.Religion.GetRandomEvilGodName] falls apart. You can't help but grin as the squadron leader's fighter crashes into her hull, exploding harmlessly against her armor. One more cocky fighter pilot neutralized.;;;;;;;;;;;;;x
EVTDESCBATTLE14;You had been told that the [From.Religion.GetRandomEvilGodName]'s point defense was down. You had been told wrong. You never really had a chance, you supposed. Your squadron attempted their bombing run, of course, but the glittering beams sliced them apart with callous ease. You weren't going to make it. That, at least, was clear. All you could do, as the beams closed in on you, was close your eyes, and wait for the end to come.;;;;;;;;;;;;;x
EVTTOOLTIPBATTLE15;has killed you in battle!;;;;;;;;;;;;;x
EVTDESCBATTLE15;Yet another foolish fighter assault on the [FromFrom.Religion.GetRandomEvilGodName] meets its end, as your point defense slices through them. Twisted chunks of metal tumble through space, and you are greeted to a macabre sight as the corpse of an enemy pilot collides with one of the external cameras before slipping away into the night.;;;;;;;;;;;;;x
EVTDESCBATTLE20;[Root.PrimaryTitle.GetFOA], incoming fire from the [From.Religion.GetRandomEvilGodName]! You are about to wave a hand to dismiss the report, when the [Root.Religion.GetRandomEvilGodName] lurches to the side. Your magboots lose their grip, and you are flung across the bridge, colliding with the far bulkhead.;;;;;;;;;;;;;x
EVTOPTABATTLE20;Guns! Return fire, now!;;;;;;;;;;;;;x
EVTTOOLTIPBATTLE21;has scored a hit!;;;;;;;;;;;;;x
EVTDESCBATTLE21;"You savor the moment as a salvo of missiles burst forth, filling the sky with tailfire as they twist and converge upon the [From.Religion.GetRandomEvilGodName]. There's something viscerally thrilling about seeing the fires light up across her surface as your hammer comes down upon her. "Multiple hull breaches, [Root.PrimaryTitle.GetFOA]," your tactical officer reports, "she's taking on vaccuum."";;;;;;;;;;;;;x
EVTOPTABATTLE21;Excellent work, Guns. Reload and continue fire.;;;;;;;;;;;;;x
EVTDESCBATTLE22;You've been engaged in melee with the [From.Religion.GetRandomEvilGodName] for some time now, trading missile and laser barrages amidst the twisting chaos of battle. Armor is failing, and damage control is stretched thin. You are about to order anothe round of missile fire when something explodes, and a roaring fireball consumes the bridge.;;;;;;;;;;;;;x
EVTOPTABATTLE22;C... contact... medbay...;;;;;;;;;;;;;x
EVTDESCBATTLE23;You've been engaged in melee with the [From.Religion.GetRandomEvilGodName] for some time now, trading missile and laser barrages amidst the twisting chaos of battle. Armor is failing, and damage control is stretched thin. When you order your next round of missile fire, you half expect to learn you've run out. But to your great relief, one finds its mark, and a fireball engulfs the [From.Religion.GetRandomEvilGodName]'s command deck.;;;;;;;;;;;;;x
EVTOPTABATTLE23;She's dead in space. Signals, find us a new target.;;;;;;;;;;;;;x
EVTDESCBATTLE24;[Root.PrimaryTitle.GetFOA], the main engine is offline! Unable to accelerate! You slam your fist into the holotank as you watch your ship drift helplessly into the sights of the [From.GetRandomEvilGodName]. You watch as a glittering beam of ionized lithium plasma lances out toward you.;;;;;;;;;;;;;x
EVTOPTABATTLE24;All hands, abandon ship!;;;;;;;;;;;;;x
EVTTOOLTIPBATTLE25;has killed you in battle!;;;;;;;;;;;;;x
EVTDESCBATTLE25;"Rails extended! your tactical officer declares, "Charge in position and clear of the ship! All hands, brace for recoil! [Root.PrimaryTitle.GetFOA], ready to fire on your mark!" You grin, your face lit up by flashing alarm lights. You were lucky to be able to get the [From.Religion.GetRandomEvilGodName] in such a helpless position, but now her destruction is inevitable.";;;;;;;;;;;;;x
EVTOPTABATTLE25;Casaba-Howitzer, FIRE!;;;;;;;;;;;;;x
EVTDESCBATTLE30;[Root.PrimaryTitle.GetFOA], enemy bombers incoming! You watch a cluster of flickering lights approach the [Root.Religion.GetRandomEvilGodName] in the holotank, gripping tight to the rim. A light separates from each, as they launch their torpedoes, right into the blind spot of your point defense.;;;;;;;;;;;;;x
EVTOPTABATTLE30;All hands, brace for impact.;;;;;;;;;;;;;x
EVTTOOLTIPBATTLE31;scores a hit on the [Root.Religion.GetRandomEvilGodName].;;;;;;;;;;;;;x
EVTDESCBATTLE31;Your squadron forms up behind you for your next run on the [From.Religion.GetRandomEvilGodName]. Her point defense guns are already saturated. You have her right where you want her. You drum your fingers against the trigger as you swoop in low.;;;;;;;;;;;;;x
EVTOPTABATTLE31;Fire!;;;;;;;;;;;;;x
EVTDESCBATTLE32;"Fires on decks three through five! your first officer shouts into the comm, "Damage control, do you copy?" The bridge is in chaos. The [Root.Religion.GetRandomEvilGodName] won't be able to take another hit like that, not with the fuel tank exposed. All it would take is a single torpedo. \n"[Root.PrimaryTitle.GetFOA]! Incoming enemy bombers!"";;;;;;;;;;;;;x
EVTOPTABATTLE32;Oh, of course, right on schedule.;;;;;;;;;;;;;x
EVTDESCBATTLE33;The [From.Religion.GetRandomEvilGodName] is taking on vaccuum. Three of her decks are on fire, geysers of ignited oxygen spewing into space. And her main fuel tank is exposed. A torpedo in the right place would be all it took to take her out of the fight.;;;;;;;;;;;;;x
EVTOPTABATTLE33;All wings, form on me! We're going after the [From.Religion.GetRandomEvilGodName]!;;;;;;;;;;;;;x
EVTDESCBATTLE34;The [Root.Religion.GetRandomEvilGodName] groans as her hull buckles under the strain of battle. In the glittering lights of the holotank, you can see half of her hull simply falling away. You can HEAR half of her hull simply falling away. The bridge is exposed. And a squadron of bombers is coming right for you. What the hell are your point defense guns doing?;;;;;;;;;;;;;x
EVTOPTABATTLE34;Intensify forward firepower! INTENSIFY FORWARD FIREPOWER!;;;;;;;;;;;;;x
EVTTOOLTIPBATTLE35;has killed you in battle!;;;;;;;;;;;;;x
EVTDESCBATTLE35;The [From.Religion.GetRandomEvilGodName] has come under heavy fire, and as you watch, you can see half her hull simply fall away, crew being pulled out into vaccuum as decks are exposed. Even the bridge, nestled safely at her heart, is now tantalizingly close to the surface.;;;;;;;;;;;;;x
EVTOPTABATTLE35;All wings, form on me! We're going after the [From.Religion.GetRandomEvilGodName]!;;;;;;;;;;;;;x
EVTDESCBATTLE50;Recovering in medbay aboard the [Root.Religion.GetRandomEvilGodName], you find yourself replaying the last moments of the battle over and over in your head. You now know who it was that shot you down - [From.GetFullName].;;;;;;;;;;;;;x
EVTOPTABATTLE50;Bastard! I won't rest until I've returned the favor!.;;;;;;;;;;;;;x
EVTOPTBBATTLE50;Such are the fortunes of war.;;;;;;;;;;;;;x
EVTDESCBATTLE60;You grin as you watch [FromFrom.GetOnlyDynastyName]'s ship spiral into the black, an orange trail of leaking shock gel in its wake. You finally got the bastard.;;;;;;;;;;;;;x
