#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCASSASSINATION500;Sometimes the simplest approach is the best one. You already know the details of [Root.PlotTarget.GetFullName]'s security arrangements. You already have people in position. Why bother with the middleman when you could just shoot [Root.PlotTarget.GetHerHim]?;;;;;;;;;;;;;x
EVTOPTAASSASSINATION500;I'll deal with [Root.GetHerHim] myself.;;;;;;;;;;;;;x
EVTOPTBASSASSINATION500;I have an agent in place who can handle this.;;;;;;;;;;;;;x
EVTOPTCASSASSINATION500;No, the direct approach is too risky.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION510;dies!;;;;;;;;;;;;;x
EVTDESCASSASSINATION510;You are in your quarters, about to turn in for the night, when you hear sounds of a struggle outside your door. Before you can react, the door opens, and one of your guards falls to the floor, lifeless. A blood-soaked figure stands silhouetted in the door frame, with a pistol trained carefully on your heart.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION510;You'll never get away with this, [From.GetOnlyDynastyName]!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION510;Who's there?!;;;;;;;;;;;;;x
EVTDESCSSASSINATION511;Armed with the knowledge you possess, you easily cut your way through [From.GetFullName]'s security detail, slowly but steadily closing in on [From.GetHerHis] quarters. A few security guards manage to escape with their lives, but they cannot stop you from breaching their lines, until finally you stand silhouetted in [From.GetOnlyDynastyName]'s door frame, a pistol in your hand.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION511;Lights out.;;;;;;;;;;;;;x
EVTDESCASSASSINATION512;"Murder in the [From.Location.GetName] System! Shocking news today as [From.GetFullName] was found murdered in [From.GetHerHis] own quarters, along with most of [From.GetHerHis] security detail. Police have issued a statement claiming that initial eyewitness reports from survivors of the massacre have led them to name none other than [FromFrom.GetFullName] as their prime suspect...";;;;;;;;;;;;;x
EVTDESCASSASSINATION513;Armed with the knowledge you possess, you easily cut your way through [From.GetFullName]'s security detail, slowly but steadily closing in on [From.GetHerHis] quarters. You wade through blood and stride over the dead until at last you stand silhouetted in [From.GetHerHis] door frame, a pistol in your hand.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION513;No witnesses.;;;;;;;;;;;;;x
EVTDESCASSASSINATION514;"Murder in the [From.Location.GetName] System! Shocking news today as [From.GetFullName] was found murdered in [From.GetHerHis] own quarters, along with most of [From.GetHerHis] security detail. Police reports suggest they have no strong leads on the identity of the murderer, as security systems were sabotaged in advance of the attack, and no witnesses were able to escape alive...";;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION520;survives. You might be captured by security!;;;;;;;;;;;;;x
EVTDESCASSASSINATION520;You are in your quarters, about to turn in for the night, when you hear sounds of a struggle outside your door. Before you can react, the door bursts open, and a figure crosses the threshold, a pistol in [From.GetHerHis] hand, firing wildly into the room. [From.GetSheHeCap] is forced to turn and flee, however, as gunfire rings out in the corridor, and your security detail comes charging down the hall.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION520;Was that [From.GetFullName]?;;;;;;;;;;;;;x
EVTOPTBASSASSINATION520;Who WAS that?!;;;;;;;;;;;;;x
EVTDESCASSASSINATION521;The plan seemed perfect on paper. Disable the security grid, enter at night, shoot the perimeter guards before closing on [From.GetOnlyDynastyName]'s quarters. And it went well, at first. But by the time you found yourself in [From.GetOnlyDynastyName]'s door frame, the guards were already in hot pursuit. You only had time for a few wild shots before you were forced to run. And then, of course, you had the misfortune of running straight into the security office...;;;;;;;;;;;;;x
EVTOPTAASSASSINATION521;I give up! I give up!;;;;;;;;;;;;;x
EVTDESCASSASSINATION522;"Shocking news from the [From.Location.GetName] System tonight, as police reports indicate that none other than [FromFrom.GetFullName] attempted to murder [From.GetFullName]. The assassination attempt was thwarted, however, and [FromFrom.GetonlyDynastyName] is now in state custody.";;;;;;;;;;;;;x
EVTDESCASSASSINATION523;The plan seemed perfect on paper. Disable the security grid, enter at night, shoot the perimeter guards before closing on [From.GetOnlyDynastyName]'s quarters. And it went well, at first. But by the time you found yourself in [From.GetOnlyDynastyName]'s door frame, the guards were already in hot pursuit. You only had time for a few wild shots before you were forced to run. At least you managed to escape.;;;;;;;;;;;;;x
EVTDESCASSASSINATION524;"Shocking news from the [From.Location.GetName] System tonight, as police reports indicate there was an attempt on the life of [From.GetFullName]. While the attempt failed, the would-be assassin was able to escape capture, and is believed to still be at large...";;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION550;will be asked to assassinate [Root.PlotTarget.GetFullName]. If they are exposed, they will take the blame for the assassination.;;;;;;;;;;;;;x
EVTDESCASSASSINATION550;TO: [Root.GetFullName]\nFROM: [From.GetFullName]\nRE: [From.PlotTarget.GetFullName]\nI have decided to take the direct approach to the [Root.PlotTarget.GetOnlyDynastyName] problem. Included with this transmission are the details of [From.PlotTarget.GetHerHis] security arrangements. You are to eliminate [From.PlotTarget.GetHerHim] personally, tonight.;;;;;;;;;;;;;x
EVTDESCASSASSINATION555;TO: [Root.GetFullName]\nFROM: [From.GetFullName]\nRE: [Root.PlotTarget.GetFullName]\nThis plan is insane. I agreed to assist you as an informant, not as an assassin. Our deal is over.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION560;dies! If you are exposed, you will take the blame for this assassination!;;;;;;;;;;;;;x
EVTDESCASSASSINATION563;TO: [Root.GetFullName]\nFROM: [FromFrom.GetFullName]\nRE: [From.GetFullName]\n[From.GetOnlyDynastyName] is dead. I may have been identified by security, however.;;;;;;;;;;;;;x
EVTDESCASSASSINATION566;TO: [Root.GetFullName]\nFROM: [FromFrom.GetFullName]\nRE: [From.GetFullName]\n[From.GetOnlyDynastyName] is dead. All security records have been eliminated, and there were no witnesses.;;;;;;;;;;;;;x
EVTTOOLTIPASSASSINATION570;survives. You might be captured by security!;;;;;;;;;;;;;x
EVTDESCASSASSINATION572;The assassination attempt went worse than you could have imagined. While you were able to breach [From.GetFullName]'s security, and had time to fire a few wild shots, the sudden arrival of an unexpected patrol forced you to flee, and you were soon apprehended. Now, you sit in a holding cell, where the chief of security offers you a pardon if you will tell [From.GetHerHim] who sent you.;;;;;;;;;;;;;x
EVTOPTAASSASSINATION572;I'll never talk!;;;;;;;;;;;;;x
EVTOPTBASSASSINATION572;...[From.GetFullName]. [From.GetSheHeCap]'s the mastermind.;;;;;;;;;;;;;x
EVTDESCASSASSINATION573;It appears the attempt on [Root.PlotTarget.GetFullName]'s life has failed. Worse, [From.GetFullName] was captured by security. Fortunately, it appears that [From.GetSheHe] has not divulged your connection to the issue.;;;;;;;;;;;;;x
EVTDESCASSASSINATION574;Your would-be assassin, [From.GetFullName], has been apprehended and thrown into a cell. Your chief of security believes that [From.GetSheHe] was merely a catspaw for someone else, but [From.GetSheHe] refused to identify [From.GetHerHis] employer.;;;;;;;;;;;;;x
EVTDESCASSASSINATION575;"Shocking news - [FromFrom.GetFullName] arrested for attempted murder in the [From.Location.GetName] System after trying to kill [From.GetFullName]. While police believe that the assassin may have been the agent of a greater conspiracy, no evidence has emerged indicating the identity of the true mastermind...";;;;;;;;;;;;;x
EVTOPTAASSASSINATION576;You have received word that [From.GetFullName] failed in [From.GetHerHis] attempt on [Root.PlotTarget.GetFullName]'s life. Worse, [From.GetSheHe] was captured - and revealed that [From.GetSheHe] had acted on your orders in exchange for a pardon.;;;;;;;;;;;;;x
EVTDESCASSASSINATION577;The would-be assassin, [From.GetFullName], has been apprehended by your security guards, and in exchange for [From.GetHerHis] release, has revealed an important piece of information - the identity of the mastermind behind the attack: [FromFrom.GetFullName].;;;;;;;;;;;;;x
EVTDESCASSASSINATION578;"Shocking news - an attempted murder in the [From.PlotTarget.Location.GetName] System! Security forces captured the would-be assassin, [FromFrom.GetFullName], as [FromFrom.GetSheHe] attempted to murder [From.PlotTarget.GetFullName]. In exchange for a pardon, [FromFrom.GetSheHe] has revealed that [From.GetSheHe] was acting on the orders of [From.GetFullName]...";;;;;;;;;;;;;x
EVTDESCASSASSINATION563;TO: [Root.GetFullName]\nFROM: [FromFrom.GetFullName]\nRE: [From.GetFullName]\nOur plans were compromised, and I was forced to flee with [From.GetOnlyDynastyName] still alive. Fortunately, I was able to evade detection by security.;;;;;;;;;;;;;x
